t	gamma	gamma_r	gamma_d	beta	N	S	S_	I	I_	R	R_	D	D_	∆S(t)	∆S_(t)	∆I(t)	∆I_(t)	∆R(t)	∆R_(t)	∆D(t)	∆D_(t)
463	0.09502647195631757	0.09198671513686313	0.0030397568194544438	0.09334529021559075	46289333	39754998	39754998.0	337527	337527.0	5974256	5974256.0	222552	222552.0	-25073	-25073.0	-7832	-7832.0	31852	31852.0	1053	1053.0
464	0.09331091810220384	0.0907997305360408	0.0025111875661630255	0.09713739605707483	46289333	39727939	39727939.0	332512	332512.0	6005304	6005304.0	223578	223578.0	-27059	-27059.0	-5015	-5015.0	31048	31048.0	1026	1026.0
465	0.07457640504729562	0.07191241957923003	0.0026639854680655882	0.10150357111040213	46289333	39700218	39700218.0	329206	329206.0	6035496	6035496.0	224413	224413.0	-27721	-27721.0	-3306	-3306.0	30192	30192.0	835	835.0
466	0.051470985317148395	0.04881283114420636	0.0026581541729420307	0.09924679293796074	46289333	39671559	39671559.0	333314	333314.0	6059170	6059170.0	225290	225290.0	-28659	-28659.0	4108	4108.0	23674	23674.0	877	877.0
467	0.06400703610065339	0.06138010908278158	0.002626927017871812	0.09508715047495457	46289333	39643208	39643208.0	344509	344509.0	6075440	6075440.0	226176	226176.0	-28351	-28351.0	11195	11195.0	16270	16270.0	886	886.0
468	0.08330932090963816	0.08044209487237278	0.0028672260372653796	0.09189443400895633	46289333	39615153	39615153.0	350513	350513.0	6096586	6096586.0	227081	227081.0	-28055	-28055.0	6004	6004.0	21146	21146.0	905	905.0
469	0.08117737432569551	0.07869226491782227	0.002485109407873239	0.06494002237080769	46289333	39587587	39587587.0	348878	348878.0	6124782	6124782.0	228086	228086.0	-27566	-27566.0	-1635	-1635.0	28196	28196.0	1005	1005.0
470	0.058614491679242674	0.05588160019768602	0.00273289148155666	0.06992677694617758	46289333	39568211	39568211.0	339933	339933.0	6152236	6152236.0	228953	228953.0	-19376	-19376.0	-8945	-8945.0	27454	27454.0	867	866.9999999999999
471	0.05478260614056481	0.051532790522056726	0.003249815618508082	0.08852921078529419	46289333	39547892	39547892.0	340327	340327.0	6171232	6171232.0	229882	229882.0	-20319	-20318.999999999996	394	393.99999999999636	18996	18996.0	929	929.0000000000001
472	0.06165665008750115	0.0586171364096896	0.00303951367781155	0.0909035739657428	46289333	39522151	39522151.0	347424	347424.0	6188770	6188770.0	230988	230988.0	-25741	-25741.0	7097	7097.0	17538	17538.0	1106	1106.0
473	0.05527979873529612	0.052271027401917455	0.003008771333378663	0.08888272255578716	46289333	39495186	39495186.0	352968	352968.0	6209135	6209135.0	232044	232044.0	-26965	-26965.0	5544	5544.0	20365	20365.0	1056	1056.0
474	0.058477502887092477	0.05560151461312961	0.0028759882739628675	0.08490166093549054	46289333	39468418	39468418.0	360224	360224.0	6227585	6227585.0	233106	233106.0	-26768	-26768.0	7256	7256.0	18450	18450.0	1062	1062.0
475	0.09726040149382864	0.094286981568082	0.0029734199257466405	0.1001891685445166	46289333	39442341	39442341.0	365236	365236.0	6247614	6247614.0	234142	234142.0	-26077	-26077.000000000004	5012	5012.000000000004	20029	20029.0	1036	1036.0
476	0.1186916897806275	0.11556888052691518	0.003122809253712319	0.11857416900556618	46289333	39411161	39411161.0	360893	360893.0	6282051	6282051.0	235228	235228.0	-31180	-31180.0	-4343	-4343.0	34437	34437.0	1086	1086.0
477	0.08520361531430892	0.08236575155433691	0.0028378637599720162	0.10613562710507718	46289333	39374727	39374727.0	354492	354492.0	6323759	6323759.0	236355	236355.0	-36434	-36434.00000000001	-6401	-6400.999999999993	41708	41708.0	1127	1127.0
478	0.06730153918695901	0.06417769694520226	0.0031238422417567612	0.11734558557853672	46289333	39342723	39342723.0	356292	356292.0	6352957	6352957.0	237361	237361.0	-32004	-32004.0	1800	1800.0	29198	29198.0	1006	1006.0
479	0.06442063026032492	0.06125627976773015	0.0031643504925947673	0.11308641173454607	46289333	39307188	39307188.0	367848	367848.0	6375823	6375823.0	238474	238474.0	-35535	-35534.99999999999	11556	11555.999999999989	22866	22866.000000000004	1113	1113.0
480	0.04909414322419132	0.046053099677185586	0.0030410435470057317	0.10999341697008347	46289333	39271864	39271864.0	379475	379475.0	6398356	6398356.0	239638	239638.0	-35324	-35324.0	11627	11627.0	22533	22533.0	1164	1164.0
481	0.03921697282319302	0.036266867209916794	0.0029501056132762325	0.1073028060507188	46289333	39236452	39236452.0	396257	396257.0	6415832	6415832.0	240792	240792.0	-35412	-35412.0	16782	16782.0	17476	17476.0	1154	1154.0
482	0.03925059626929777	0.0365151958690655	0.002735400400232269	0.09986283065894397	46289333	39200411	39200411.0	416758	416758.0	6430203	6430203.0	241961	241961.0	-36041	-36041.0	20501	20501.0	14371	14370.999999999998	1169	1169.0
483	0.06114152578360821	0.05857062516498525	0.0025709006186229615	0.09323733257475411	46289333	39165166	39165166.0	435645	435645.0	6445421	6445421.0	243101	243101.0	-35245	-35245.0	18887	18887.0	15218	15218.0	1140	1140.0
484	0.08295216700949082	0.08012161235610407	0.0028305546533867417	0.09963742379416646	46289333	39130799	39130799.0	443376	443376.0	6470937	6470937.0	244221	244221.0	-34367	-34367.00000000001	7731	7731.000000000007	25516	25516.0	1120	1120.0
485	0.08626802600339684	0.08360326348937473	0.002664762514022102	0.08875540545681304	46289333	39093454	39093454.0	443942	443942.0	6506461	6506461.0	245476	245476.0	-37345	-37345.0	566	566.0	35524	35524.0	1255	1255.0
486	0.06716698449151441	0.06459248930901004	0.002574495182504369	0.08865110429742606	46289333	39060177	39060177.0	438921	438921.0	6543576	6543576.0	246659	246659.0	-33277	-33277.0	-5021	-5021.0	37115	37115.0	1183	1183.0
487	0.046265437262873244	0.0437534198257189	0.002512017437154343	0.08681405858737806	46289333	39027343	39027343.0	442274	442274.0	6571927	6571927.0	247789	247789.0	-32834	-32833.99999999999	3353	3352.9999999999964	28351	28350.999999999996	1130	1130.0
488	0.0595507547601853	0.05712662709386504	0.002424127666320258	0.0841817077471773	46289333	38994971	38994971.0	454184	454184.0	6591278	6591278.0	248900	248900.0	-32372	-32372.0	11910	11910.0	19351	19351.0	1111	1111.0
489	0.08572187414280304	0.08359276014159261	0.0021291140012104164	0.07333403532479563	46289333	38962762	38962762.0	459346	459346.0	6617224	6617224.0	250001	250001.0	-32209	-32209.0	5162	5162.0	25946	25946.0	1101	1101.0
490	0.07851910671746326	0.07606106298123678	0.002458043736226479	0.07356870751643088	46289333	38934408	38934408.0	448324	448324.0	6655622	6655622.0	250979	250979.0	-28354	-28354.0	-11022	-11022.0	38398	38398.0	978	977.9999999999999
491	0.09029768817594541	0.08788878202801771	0.0024089061479277054	0.07331788662880154	46289333	38906666	38906666.0	440864	440864.0	6689722	6689722.0	252081	252081.0	-27742	-27742.0	-7460	-7460.0	34100	34100.0	1102	1102.0
492	0.10307012934849366	0.10070687468912226	0.0023632546593714025	0.07432274424142574	46289333	38879498	38879498.0	428223	428223.0	6728469	6728469.0	253143	253143.0	-27168	-27168.000000000004	-12641	-12640.999999999996	38747	38747.0	1062	1062.0
493	0.07591926351815159	0.0734583197425624	0.0024609437755891903	0.0756340059794934	46289333	38852766	38852766.0	410818	410818.0	6771594	6771594.0	254155	254155.0	-26732	-26731.999999999996	-17405	-17405.000000000004	43125	43125.0	1012	1012.0000000000001
494	0.05309224099046361	0.050585518191610244	0.0025067227988533653	0.07536549037495695	46289333	38826686	38826686.0	405709	405709.0	6801772	6801772.0	255166	255166.0	-26080	-26080.000000000004	-5109	-5108.999999999993	30178	30177.999999999996	1011	1011.0
495	0.06401897436898511	0.061534932750307456	0.0024840416186776505	0.07461586055204793	46289333	38801039	38801039.0	409816	409816.0	6822295	6822295.0	256183	256183.0	-25647	-25647.0	4107	4107.0	20523	20523.0	1017	1017.0
496	0.08447455108843338	0.08177668299072363	0.0026978680977097448	0.08271619191322752	46289333	38775407	38775407.0	409212	409212.0	6847513	6847513.0	257201	257201.0	-25632	-25632.0	-604	-604.0	25218	25218.0	1018	1018.0
497	0.09106000526057201	0.08875230150025558	0.0023077037603164282	0.08195724815130569	46289333	38747053	38747053.0	402998	402998.0	6880977	6880977.0	258305	258305.0	-28354	-28354.0	-6214	-6214.0	33464	33464.0	1104	1104.0
498	0.09408348309929229	0.09179384081147765	0.0022896422878146356	0.08260710689602889	46289333	38719406	38719406.0	393948	393948.0	6916744	6916744.0	259235	259235.0	-27647	-27647.0	-9050	-9050.0	35767	35767.0	930	930.0
499	0.09766079587612762	0.09540099712318247	0.0022597987529451584	0.08055079186218647	46289333	38692185	38692185.0	384105	384105.0	6952906	6952906.0	260137	260137.0	-27221	-27221.0	-9843	-9843.0	36162	36162.0	902	902.0
500	0.07668845900847082	0.07468553248043387	0.002002926528036944	0.07489430577346246	46289333	38666323	38666323.0	372455	372455.0	6989550	6989550.0	261005	261005.0	-25862	-25862.0	-11650	-11650.0	36644	36644.0	868	868.0000000000001
501	0.049208454409533954	0.04723946262592152	0.0019689917836124326	0.07486180401639646	46289333	38643022	38643022.0	367193	367193.0	7017367	7017367.0	261751	261751.0	-23301	-23301.0	-5262	-5261.999999999996	27817	27816.999999999996	746	746.0
502	0.050492915349717254	0.04857393192715388	0.0019189834225633749	0.0714661300989376	46289333	38620074	38620074.0	372072	372072.0	7034713	7034713.0	262474	262474.0	-22948	-22948.0	4879	4879.0	17346	17346.0	723	723.0
503	0.06816789623671665	0.06656723573121688	0.0016006605054997736	0.05821481120635611	46289333	38597889	38597889.0	375470	375470.0	7052786	7052786.0	263188	263188.0	-22185	-22185.0	3398	3398.0	18073	18073.0	714	714.0
504	0.08585958745018352	0.08444964833021372	0.0014099391199697909	0.053101066004887454	46289333	38579663	38579663.0	368101	368101.0	7077780	7077780.0	263789	263789.0	-18226	-18225.999999999996	-7369	-7369.000000000007	24994	24994.000000000004	601	601.0
505	0.10162789445189307	0.10037784839010508	0.001250046061787991	0.047307838654595306	46289333	38563372	38563372.0	352787	352787.0	7108866	7108866.0	264308	264308.0	-16291	-16291.0	-15314	-15314.0	31086	31086.0	519	519.0
506	0.10134869634080729	0.10025148259873412	0.0010972137420731597	0.04115856283534941	46289333	38549468	38549468.0	330838	330838.0	7144278	7144278.0	264749	264749.0	-13904	-13904.0	-21949	-21949.0	35412	35412.0	441	441.0
507	0.08744589305616754	0.08636699411627485	0.0010788989398926932	0.03558857106171263	46289333	38538128	38538128.0	308648	308648.0	7177445	7177445.0	265112	265112.0	-11340	-11340.0	-22190	-22190.0	33167	33167.0	363	363.0
508	0.06265753792086051	0.06004064607311479	0.002616891847745725	0.08670514268871496	46289333	38528983	38528983.0	290803	290803.0	7204102	7204102.0	265445	265445.0	-9145	-9145.0	-17845	-17845.0	26657	26657.0	333	332.99999999999994
509	0.08033545776291094	0.0777295967898518	0.0026058609730591443	0.08594730236317326	46289333	38507996	38507996.0	293569	293569.0	7221562	7221562.0	266206	266206.0	-20987	-20987.0	2766	2766.0	17460	17460.0	761	761.0
510	0.10454850073030329	0.10160666723945357	0.0029418334908497294	0.08805456701021527	46289333	38487006	38487006.0	290975	290975.0	7244381	7244381.0	266971	266971.0	-20990	-20990.0	-2594	-2594.0	22819	22819.0	765	764.9999999999999
511	0.11177299126862203	0.1087537297281955	0.0030192615404265283	0.09229408027137652	46289333	38465703	38465703.0	281857	281857.0	7273946	7273946.0	267827	267827.0	-21303	-21302.999999999996	-9118	-9118.000000000004	29565	29565.0	856	856.0
512	0.11177299126862203	0.1087537297281955	0.0030192615404265283	0.09229408027137652	46289333	38444086	38444086.0	271970	271970.0	7304599	7304599.0	268678	268678.0	-21617	-21617.0	-9887	-9887.0	30653	30653.0	851	851.0
